"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"482","23","GO Biological Process","","Positive regulation of cytokine production","4.84E-14","TBX21|MIF|OSM|HGF|CCR7|RORA|WNT5A|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|TLR9|CD3E|AIM2|CARD9|PRKCZ|GATA3|IRF4|TNF|TRPV4|TLR5","55687","17893|17803|17935|18130|17944|17821|17812|18124|17965|17791|18067|18019|17857|18148|18151|17962|18139|17983|17899|18103|18010|17875|17845","9.88E-17","","GO:0001819","1.3315154638355586","0"
"1146","32","GO Biological Process","","Positive regulation of gene expression","4.84E-14","TBX21|MIF|OSM|AMH|HGF|CCR7|RORA|WNT5A|PPARGC1A|PPARG|NRG1|CCR2|F2RL1|NOS3|ADORA2B|CD28|CD86|NLRP3|GATA2|TLR9|CD3E|AIM2|CARD9|PRKCZ|GATA3|IRF4|ADM2|TNF|TRPV4|LDLR|CCL5|TLR5","55687","17893|17803|17935|17869|18130|17944|17821|17812|17956|18040|17938|18124|17965|18013|17791|18067|18019|17857|17842|18148|18151|17962|18139|17983|17899|18103|17881|18010|17875|17878|17989|17845","1.05E-16","","GO:0010628","1.3315154638355586","0"
"371","21","GO Biological Process","","Regulation of inflammatory response","4.84E-14","OSM|USP18|HGF|CCR7|RORA|WNT5A|PPARG|ACE|CCR2|ADORA2B|CD28|NLRP3|TLR9|AIM2|ADA|GATA3|ACE2|TNF|TRPV4|LDLR|CCL5","55687","17935|17971|18130|17944|17821|17812|18040|17896|18124|17791|18067|17857|18148|17962|17926|17899|17887|18010|17875|17878|17989","1.01E-16","","GO:0050727","1.3315154638355586","0"
"5584","65","GO Biological Process","","Positive regulation of cellular process","6.83E-14","TBX21|MIF|OSM|RIPK3|HGF|CYP27B1|CCR7|KLB|RORA|NLRC5|WNT5A|DNAJC27|PPARGC1A|PPARG|NRG1|ACE|S100B|CCR2|MERTK|F2RL1|FABP5|NOS3|PCSK9|ADORA2B|CD248|PPARGC1B|SLC2A4|CD28|RORC|CD86|NLRP3|CCR6|GATA2|NR3C2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|CARD9|ADA|ABCA1|PRKCZ|GATA3|XDH|LY86|IRF4|LILRB4|TRPM2|ACE2|SENP1|TNF|HMGA1|TRPV4|TRIB3|MME|AGAP2|LDLR|GIPR|SARM1|CCL5|CCL4|DAPK2|TLR5","55687","17893|17803|17935|18121|18130|17872|17944|17890|17821|18085|17812|17998|17956|18040|17938|17896|17977|18124|18070|17965|18025|18013|18007|17791|18115|17776|17941|18067|17992|18019|17857|18136|17842|18079|18145|17953|17866|18148|18151|17830|18139|17926|17923|17983|17899|17800|17905|18103|18001|17773|17887|18091|18010|17914|17875|18097|18109|18082|17878|17818|18058|17989|18100|17836|17845","1.53E-16","","GO:0048522","1.3165579296318468","0"
"638","25","GO Biological Process","","Regulation of defense response","1.28E-13","OSM|USP18|HGF|CCR7|RORA|NLRC5|WNT5A|PPARG|ACE|NCR1|CCR2|F2RL1|ADORA2B|CD28|NLRP3|TLR9|AIM2|CARD9|ADA|GATA3|ACE2|TNF|TRPV4|LDLR|CCL5","55687","17935|17971|18130|17944|17821|18085|17812|18040|17896|17929|18124|17965|17791|18067|17857|18148|17962|18139|17926|17899|17887|18010|17875|17878|17989","3.02E-16","","GO:0031347","1.289279003035213","0"
"2355","43","GO Biological Process","","Response to external stimulus","1.46E-13","TBX21|MIF|USP18|RIPK3|HGF|MPO|CYP27B1|CCR7|NLRC5|WNT5A|PPARGC1A|PPARG|NRG1|ACE|CCR2|CCR5|F2RL1|NOS3|PCSK9|ADORA2B|ANGPT2|CD86|NLRP3|CCR6|CX3CR1|DPP4|TLR9|AIM2|CARD9|ABCA1|GATA3|LY86|IRF4|TRPM2|TNF|TRPV4|DOCK2|LDLR|GIPR|SARM1|CCL5|CCL4|TLR5","55687","17893|17803|17971|18121|18130|17785|17872|17944|18085|17812|17956|18040|17938|17896|18124|18133|17965|18013|18007|17791|17908|18019|17857|18136|18145|17866|18148|17962|18139|17923|17899|17905|18103|17773|18010|17875|17950|17878|17818|18058|17989|18100|17845","3.55E-16","","GO:0009605","1.2835647144215563","0"
"3358","50","GO Biological Process","","Response to stress","4.68E-13","MIF|RIPK3|MPO|CYP27B1|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|NRG1|ACE|NCR1|CCR2|CCR5|MERTK|F2RL1|NOS3|PCSK9|PPARGC1B|ANGPT2|SLC2A4|NLRP3|CCR6|GATA2|CX3CR1|STAT4|DPP4|TLR9|SGK1|AIM2|CARD9|ADA|ABCA1|PRKCZ|GATA3|LY86|IRF4|CCM2|TRPM2|TNF|HMGA1|TRPV4|TRIB3|LDLR|GIPR|SARM1|CCL5|CCL4|TLR5","55687","17803|18121|17785|17872|17944|17821|18085|17812|17956|18040|17938|17896|17929|18124|18133|18070|17965|18013|18007|17776|17908|17941|17857|18136|17842|18145|17953|17866|18148|17917|17962|18139|17926|17923|17983|17899|17905|18103|18088|17773|18010|17914|17875|18097|17878|17818|18058|17989|18100|17845","1.16E-15","","GO:0006950","1.2329754146925875","0"
"1354","33","GO Biological Process","","Negative regulation of signaling","5.68E-13","MIF|OSM|USP18|HGF|RORA|NLRC5|WNT5A|SFRP5|PDE3B|PPARG|NRG1|F2RL1|NOS3|PCSK9|NLRP3|GATA2|CX3CR1|TLR9|CD3E|ADA|PRKCZ|GATA3|XDH|IRF4|LILRB4|ACE2|TNF|AGAP2|LDLR|GIPR|SARM1|CCL5|SOCS7","55687","17803|17935|17971|18130|17821|18085|17812|17968|18049|18040|17938|17965|18013|18007|17857|17842|18145|18148|18151|17926|17983|17899|17800|18103|18001|17887|18010|18082|17878|17818|18058|17989|17848","1.45E-15","","GO:0023057","1.2245651664288981","0"
"997","29","GO Biological Process","","Positive regulation of intracellular signal transduction","5.85E-13","MIF|OSM|RIPK3|HGF|CCR7|KLB|WNT5A|DNAJC27|NRG1|S100B|F2RL1|ADORA2B|CD28|CD86|NR3C2|CX3CR1|TLR9|CD3E|CARD9|ADA|PRKCZ|GATA3|XDH|TNF|TRPV4|AGAP2|GIPR|CCL5|CCL4","55687","17803|17935|18121|18130|17944|17890|17812|17998|17938|17977|17965|17791|18067|18019|18079|18145|18148|18151|18139|17926|17983|17899|17800|18010|17875|18082|17818|17989|18100","1.53E-15","","GO:1902533","1.223284413391782","0"
"383","20","GO Biological Process","","Regulation of immune effector process","9.57E-13","TBX21|MIF|RIPK3|WNT5A|NCR1|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|GATA2|CX3CR1|TLR9|CARD9|PRKCZ|GATA3|IRF4|LILRB4|TNF","55687","17893|17803|18121|17812|17929|18124|17965|17791|18067|18019|17857|17842|18145|18148|18139|17983|17899|18103|18001|18010","2.56E-15","","GO:0002697","1.2019088062223156","0"
"384","20","GO Biological Process","","Positive regulation of leukocyte activation","9.8E-13","TBX21|MIF|CCR7|WNT5A|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|GATA2|DPP4|TLR9|CD3E|ADA|PRKCZ|GATA3|LILRB4|TNF|CCL5","55687","17893|17803|17944|17812|18124|17965|17791|18067|18019|17857|17842|17866|18148|18151|17926|17983|17899|18001|18010|17989","2.69E-15","","GO:0002696","1.2008773924307505","0"
"574","23","GO Biological Process","","Leukocyte activation","1.3E-12","TBX21|RIPK3|CCR7|RORA|NCR1|MERTK|F2RL1|ADORA2B|CD28|RORC|CD86|CCR6|CX3CR1|DPP4|TLR9|CD3E|ADA|GATA3|IRF4|CD8A|TNF|DOCK2|CCL5","55687","17893|18121|17944|17821|17929|18070|17965|17791|18067|17992|18019|18136|18145|17866|18148|18151|17926|17899|18103|17806|18010|17950|17989","3.65E-15","","GO:0045321","1.1886056647693164","0"
"1612","35","GO Biological Process","","Negative regulation of response to stimulus","1.59E-12","TBX21|MIF|USP18|HGF|RORA|NLRC5|WNT5A|SFRP5|PDE3B|PPARG|NRG1|CCR2|F2RL1|NOS3|ANGPT2|NLRP3|GATA2|CX3CR1|DPP4|TLR9|CD3E|ADA|PRKCZ|GATA3|XDH|IRF4|LILRB4|ACE2|TNF|AGAP2|LDLR|GIPR|SARM1|CCL5|SOCS7","55687","17893|17803|17971|18130|17821|18085|17812|17968|18049|18040|17938|18124|17965|18013|17908|17857|17842|18145|17866|18148|18151|17926|17983|17899|17800|18103|18001|17887|18010|18082|17878|17818|18058|17989|17848","4.57E-15","","GO:0048585","1.179860287567955","0"
"1979","39","Reactome Pathways","","Immune System","3.35E-12","MIF|OSM|USP18|RIPK3|HGF|MPO|RORA|NLRC5|S100B|NCR1|CCR2|CCR5|FABP5|NOS3|CD28|RORC|CD86|NLRP3|CCR6|STAT4|TLR9|CD3E|AIM2|CARD9|GATA3|XDH|LY86|IRF4|LILRB4|TRPM2|CD8A|TNF|TRIB3|MME|DOCK2|SARM1|CCL5|CCL4|TLR5","55687","17803|17935|17971|18121|18130|17785|17821|18085|17977|17929|18124|18133|18025|18013|18067|17992|18019|17857|18136|17953|18148|18151|17962|18139|17899|17800|17905|18103|18001|17773|17806|18010|18097|18109|17950|18058|17989|18100|17845","1.47E-15","","HSA-168256","1.1474955192963154","0"
"1669","35","GO Biological Process","","Regulation of cell population proliferation","4.25E-12","MIF|OSM|RIPK3|CYP27B1|KLB|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|ACE|S100B|CCR2|NOS3|CD248|CD28|CD86|GATA2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|SGK1|ADA|PRKCZ|GATA3|XDH|LILRB4|ACE2|TNF|HMGA1|AGAP2|CCL5","55687","17803|17935|18121|17872|17890|17812|17956|17968|18040|17938|17896|17977|18124|18013|18115|18067|18019|17842|18145|17953|17866|18148|18151|17830|17917|17926|17983|17899|17800|18001|17887|18010|17914|18082|17989","1.28E-14","","GO:0042127","1.1371611069949688","0"
"1587","34","GO Biological Process","","Positive regulation of molecular function","6.28E-12","MIF|RIPK3|AMH|CYP27B1|CCR7|WNT5A|PPARGC1A|PPARG|NRG1|ACE|CCR2|MERTK|F2RL1|NOS3|ADORA2B|PPARGC1B|CD86|NLRP3|CX3CR1|TLR9|SGK1|AIM2|CARD9|PRKCZ|GATA3|XDH|IRF4|SENP1|TNF|TRIB3|AGAP2|GIPR|CCL5|CCL4","55687","17803|18121|17869|17872|17944|17812|17956|18040|17938|17896|18124|18070|17965|18013|17791|17776|18019|17857|18145|18148|17917|17962|18139|17983|17899|17800|18103|18091|18010|18097|18082|17818|17989|18100","1.92E-14","","GO:0044093","1.1202040356262803","0"
"502","21","GO Biological Process","","Positive regulation of immune response","9.91E-12","TBX21|CCR7|NLRC5|WNT5A|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|GATA2|TLR9|CD3E|AIM2|CARD9|ADA|PRKCZ|GATA3|CD8A|TNF|CCL5","55687","17893|17944|18085|17812|18124|17965|17791|18067|18019|17857|17842|18148|18151|17962|18139|17926|17983|17899|17806|18010|17989","3.1E-14","","GO:0050778","1.1003926345514725","0"
"1057","28","GO Biological Process","","Cellular response to oxygen-containing compound","1.62E-11","RIPK3|MPO|RORA|WNT5A|PDE3B|PPARG|ACE|CCR5|NOS3|PCSK9|PPARGC1B|SLC2A4|RORC|CD86|NLRP3|CX3CR1|TLR9|SGK1|ABCA1|PRKCZ|LY86|TRPM2|TNF|TRIB3|LDLR|CCL5|ACACA|TLR5","55687","18121|17785|17821|17812|18049|18040|17896|18133|18013|18007|17776|17941|17992|18019|17857|18145|18148|17917|17923|17983|17905|17773|18010|18097|17878|17989|17920|17845","5.17E-14","","GO:1901701","1.079048498545737","0"
"396","19","GO Biological Process","","Leukocyte differentiation","1.82E-11","TBX21|RIPK3|CCR7|RORA|PPARG|MERTK|F2RL1|CD28|RORC|CCR6|GATA2|CD3E|ADA|GATA3|IRF4|TRPM2|CD8A|TNF|DOCK2","55687","17893|18121|17944|17821|18040|18070|17965|18067|17992|18136|17842|18151|17926|17899|18103|17773|17806|18010|17950","5.93E-14","","GO:0002521","1.0739928612014924","0"
"1252","30","GO Biological Process","","Negative regulation of signal transduction","1.94E-11","MIF|USP18|HGF|RORA|NLRC5|WNT5A|SFRP5|PDE3B|PPARG|NRG1|F2RL1|NOS3|NLRP3|GATA2|CX3CR1|TLR9|CD3E|ADA|PRKCZ|GATA3|XDH|IRF4|LILRB4|ACE2|TNF|AGAP2|GIPR|SARM1|CCL5|SOCS7","55687","17803|17971|18130|17821|18085|17812|17968|18049|18040|17938|17965|18013|17857|17842|18145|18148|18151|17926|17983|17899|17800|18103|18001|17887|18010|18082|17818|18058|17989|17848","6.54E-14","","GO:0009968","1.0712198270069773","0"
"1348","31","GO Biological Process","","Negative regulation of cell communication","1.94E-11","MIF|OSM|USP18|HGF|RORA|NLRC5|WNT5A|SFRP5|PDE3B|PPARG|NRG1|F2RL1|NOS3|NLRP3|GATA2|CX3CR1|TLR9|CD3E|ADA|PRKCZ|GATA3|XDH|IRF4|LILRB4|ACE2|TNF|AGAP2|GIPR|SARM1|CCL5|SOCS7","55687","17803|17935|17971|18130|17821|18085|17812|17968|18049|18040|17938|17965|18013|17857|17842|18145|18148|18151|17926|17983|17899|17800|18103|18001|17887|18010|18082|17818|18058|17989|17848","6.44E-14","","GO:0010648","1.0712198270069773","0"
"2492","41","GO Biological Process","","Regulation of developmental process","2.51E-11","TBX21|OSM|AMH|HGF|CYP27B1|RORA|WNT5A|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|CCR2|NOS3|PPARGC1B|ANGPT2|CD28|RORC|CD86|NLRP3|GATA2|CX3CR1|TLR9|ADA|ABCA1|PRKCZ|GATA3|XDH|IRF4|CCM2|LILRB4|ADM2|FITM2|TNF|TRPV4|TRIB3|MME|AGAP2|LDLR|SARM1","55687","17893|17935|17869|18130|17872|17821|17812|17956|17968|18049|18040|17938|17896|18124|18013|17776|17908|18067|17992|18019|17857|17842|18145|18148|17926|17923|17983|17899|17800|18103|18088|18001|17881|18076|18010|17875|18097|18109|18082|17878|18058","8.64E-14","","GO:0050793","1.0600326278518961","0"
"296","17","GO Biological Process","","Positive regulation of defense response","2.61E-11","OSM|CCR7|NLRC5|WNT5A|ACE|CCR2|F2RL1|ADORA2B|CD28|NLRP3|TLR9|AIM2|CARD9|TNF|TRPV4|LDLR|CCL5","55687","17935|17944|18085|17812|17896|18124|17965|17791|18067|17857|18148|17962|18139|18010|17875|17878|17989","9.15E-14","","GO:0031349","1.058335949266172","0"
"827","25","GO Biological Process","","Response to lipid","2.61E-11","MPO|CYP27B1|CCR7|RORA|WNT5A|PPARG|ACE|CCR5|NOS3|PPARGC1B|RORC|CD86|NLRP3|GATA2|NR3C2|CX3CR1|TLR9|SGK1|ABCA1|LY86|TNF|LDLR|GIPR|CCL5|TLR5","55687","17785|17872|17944|17821|17812|18040|17896|18133|18013|17776|17992|18019|17857|17842|18079|18145|18148|17917|17923|17905|18010|17878|17818|17989|17845","9.27E-14","","GO:0033993","1.058335949266172","0"
"2040","37","GO Biological Process","","Cell surface receptor signaling pathway","3.85E-11","MIF|OSM|AMH|HGF|CCR7|KLB|WNT5A|SFRP5|PPARG|NRG1|CCR2|CCR5|MERTK|NOS3|ADORA2B|ANGPT2|CD28|CD86|CCR6|CX3CR1|STAT4|CD3E|AIM2|ADA|ABCA1|PRKCZ|GATA3|LY86|CCM2|LILRB4|NRG4|CD8A|TNF|AGAP2|GIPR|CCL5|CCL4","55687","17803|17935|17869|18130|17944|17890|17812|17968|18040|17938|18124|18133|18070|18013|17791|17908|18067|18019|18136|18145|17953|18151|17962|17926|17923|17983|17899|17905|18088|18001|18118|17806|18010|18082|17818|17989|18100","1.41E-13","","GO:0007166","1.0414539270491499","0"
"1490","32","GO Biological Process","","Biological process involved in interspecies interaction between organisms","3.85E-11","TBX21|MIF|USP18|RIPK3|MPO|CYP27B1|CCR7|NLRC5|WNT5A|PPARG|ACE|CCR5|F2RL1|NOS3|CD86|NLRP3|CX3CR1|DPP4|TLR9|AIM2|CARD9|ABCA1|GATA3|LY86|IRF4|ACE2|TNF|LDLR|SARM1|CCL5|CCL4|TLR5","55687","17893|17803|17971|18121|17785|17872|17944|18085|17812|18040|17896|18133|17965|18013|18019|17857|18145|17866|18148|17962|18139|17923|17899|17905|18103|17887|18010|17878|18058|17989|18100|17845","1.4E-13","","GO:0044419","1.0414539270491499","0"
"675","24","DISEASES","","Immune system disease","4.85E-11","MIF|RIPK3|MPO|CYP27B1|ACE|NCR1|CCR5|NOS3|CD28|NLRP3|CCR6|GATA2|STAT4|CARD9|ADA|GATA3|IRF4|ADM2|CD8A|ACE2|TNF|MME|DOCK2|TLR5","55687","17803|18121|17785|17872|17896|17929|18133|18013|18067|17857|18136|17842|17953|18139|17926|17899|18103|17881|17806|17887|18010|18109|17950|17845","1.05E-14","","DOID:2914","1.0314258261397735","0"
"1518","32","GO Biological Process","","Intracellular signal transduction","6.03E-11","MIF|RIPK3|CCR7|NLRC5|WNT5A|NRG1|CCR2|CCR5|MERTK|NOS3|ADORA2B|CD28|NLRP3|CCR6|CX3CR1|TLR9|CD3E|NR5A2|SGK1|CARD9|ADA|PRKCZ|GATA3|CCM2|TRPM2|TNF|TRPV4|TRIB3|DOCK2|CCL5|DAPK2|SOCS7","55687","17803|18121|17944|18085|17812|17938|18124|18133|18070|18013|17791|18067|17857|18136|18145|18148|18151|17830|17917|18139|17926|17983|17899|18088|17773|18010|17875|18097|17950|17989|17836|17848","2.31E-13","","GO:0035556","1.0219682687859848","0"
"321","17","GO Biological Process","","Mononuclear cell differentiation","8.2E-11","TBX21|RIPK3|CCR7|RORA|PPARG|MERTK|F2RL1|CD28|RORC|CCR6|CD3E|ADA|GATA3|IRF4|TRPM2|CD8A|DOCK2","55687","17893|18121|17944|17821|18040|18070|17965|18067|17992|18136|18151|17926|17899|18103|17773|17806|17950","3.19E-13","","GO:1903131","1.0086186147616283","0"
"502","20","GO Biological Process","","Cellular response to lipid","8.35E-11","RORA|WNT5A|PPARG|ACE|CCR5|NOS3|PPARGC1B|RORC|CD86|NLRP3|NR3C2|CX3CR1|TLR9|SGK1|ABCA1|LY86|TNF|LDLR|CCL5|TLR5","55687","17821|17812|18040|17896|18133|18013|17776|17992|18019|17857|18079|18145|18148|17917|17923|17905|18010|17878|17989|17845","3.3E-13","","GO:0071396","1.0078313524516398","0"
"3338","47","UniProt Keywords","","Disulfide bond","9.23E-11","OSM|AMH|HGF|MPO|CCR7|NAPSA|WNT5A|ADAM28|SFRP5|NRG1|ACE|NCR1|CCR2|CCR5|MERTK|F2RL1|FABP5|PCSK9|ADORA2B|CD248|ANGPT2|CD28|CD86|NLRP3|CCR6|CX3CR1|DPP4|TLR9|CD3E|SGK1|ABCA1|XDH|LY86|SHBG|LILRB4|NRG4|ADM2|TRPM2|CD8A|ACE2|TNF|MME|LDLR|GIPR|CCL5|CCL4|TLR5","55687","17935|17869|18130|17785|17944|18022|17812|18016|17968|17938|17896|17929|18124|18133|18070|17965|18025|18007|17791|18115|17908|18067|18019|17857|18136|18145|17866|18148|18151|17917|17923|17800|17905|17788|18001|18118|17881|17773|17806|17887|18010|18109|17878|17818|17989|18100|17845","1.37E-13","","KW-1015","1.0034798298974088","0"
"145","13","GO Biological Process","","Positive regulation of inflammatory response","1.21E-10","OSM|CCR7|WNT5A|ACE|CCR2|ADORA2B|CD28|NLRP3|TLR9|AIM2|TNF|TRPV4|LDLR","55687","17935|17944|17812|17896|18124|17791|18067|17857|18148|17962|18010|17875|17878","4.86E-13","","GO:0050729","0.991721462968355","0"
"333","17","GO Biological Process","","Response to molecule of bacterial origin","1.37E-10","MPO|CYP27B1|CCR7|WNT5A|ACE|CCR5|NOS3|CD86|NLRP3|CX3CR1|TLR9|CARD9|ABCA1|LY86|TNF|CCL5|TLR5","55687","17785|17872|17944|17812|17896|18133|18013|18019|17857|18145|18148|18139|17923|17905|18010|17989|17845","5.6E-13","","GO:0002237","0.9863279432843592","0"
"231","15","GO Biological Process","","Regulation of leukocyte migration","1.37E-10","MIF|RIPK3|CCR7|WNT5A|CCR2|F2RL1|CCR6|CX3CR1|DPP4|ADA|TNF|TRPV4|CCL5|CCL4|DAPK2","55687","17803|18121|17944|17812|18124|17965|18136|18145|17866|17926|18010|17875|17989|18100|17836","5.62E-13","","GO:0002685","0.9863279432843592","0"
"189","14","GO Biological Process","","Regulation of production of molecular mediator of immune response","1.57E-10","TBX21|MIF|WNT5A|CCR2|F2RL1|CD28|CD86|NLRP3|TLR9|CARD9|PRKCZ|GATA3|LILRB4|TNF","55687","17893|17803|17812|18124|17965|18067|18019|17857|18148|18139|17983|17899|18001|18010","6.62E-13","","GO:0002700","0.9804100347590767","0"
"749","23","GO Biological Process","","Immune system development","1.89E-10","TBX21|RIPK3|CCR7|RORA|WNT5A|PPARG|ACE|MERTK|F2RL1|CD248|CD28|RORC|CCR6|GATA2|CD3E|ADA|GATA3|IRF4|LILRB4|TRPM2|CD8A|TNF|DOCK2","55687","17893|18121|17944|17821|17812|18040|17896|18070|17965|18115|18067|17992|18136|17842|18151|17926|17899|18103|18001|17773|17806|18010|17950","8.07E-13","","GO:0002520","0.9723538195826755","0"
"3654","48","GO Biological Process","","Regulation of biological quality","1.98E-10","OSM|RIPK3|CYP27B1|CCR7|NAPSA|RORA|WNT5A|PPARGC1A|PPARG|NRG1|ACE|S100B|CCR2|CCR5|MERTK|F2RL1|FABP5|NOS3|PCSK9|ADORA2B|PPARGC1B|SLC2A4|CCR6|GATA2|CX3CR1|DPP4|TLR9|NR5A2|SGK1|CARD9|ADA|ABCA1|PRKCZ|GATA3|XDH|STEAP4|IRF4|ADM2|FITM2|TRPM2|ACE2|TNF|TRPV4|MME|LDLR|GIPR|CCL5|ACACA","55687","17935|18121|17872|17944|18022|17821|17812|17956|18040|17938|17896|17977|18124|18133|18070|17965|18025|18013|18007|17791|17776|17941|18136|17842|18145|17866|18148|17830|17917|18139|17926|17923|17983|17899|17800|17797|18103|17881|18076|17773|17887|18010|17875|18109|17878|17818|17989|17920","8.57E-13","","GO:0065008","0.9703334809738469","0"
"239","15","GO Biological Process","","Regulation of leukocyte mediated immunity","2.03E-10","TBX21|RIPK3|NCR1|CCR2|F2RL1|ADORA2B|CD28|NLRP3|GATA2|CX3CR1|TLR9|PRKCZ|GATA3|LILRB4|TNF","55687","17893|18121|17929|18124|17965|17791|18067|17857|17842|18145|18148|17983|17899|18001|18010","8.94E-13","","GO:0002703","0.9692503962086787","0"
"470","20","DISEASES","","Primary immunodeficiency disease","2.34E-10","MIF|MPO|CYP27B1|NCR1|CCR5|NOS3|CD28|NLRP3|CCR6|GATA2|STAT4|CARD9|ADA|GATA3|ADM2|CD8A|ACE2|TNF|DOCK2|TLR5","55687","17803|17785|17872|17929|18133|18013|18067|17857|18136|17842|17953|18139|17926|17899|17881|17806|17887|18010|17950|17845","1.02E-13","","DOID:612","0.9630784142589857","0"
"120","12","GO Biological Process","","Regulation of cytokine production involved in immune response","2.75E-10","TBX21|MIF|WNT5A|CCR2|F2RL1|NLRP3|TLR9|CARD9|PRKCZ|GATA3|LILRB4|TNF","55687","17893|17803|17812|18124|17965|17857|18148|18139|17983|17899|18001|18010","1.23E-12","","GO:0002718","0.9560667306169737","0"
"1406","30","GO Biological Process","","Homeostatic process","2.75E-10","RIPK3|CYP27B1|CCR7|NAPSA|RORA|WNT5A|PPARGC1A|PPARG|ACE|CCR2|MERTK|FABP5|NOS3|PCSK9|SLC2A4|GATA2|CX3CR1|TLR9|NR5A2|CARD9|ADA|ABCA1|GATA3|STEAP4|FITM2|TRPM2|TRPV4|LDLR|CCL5|ACACA","55687","18121|17872|17944|18022|17821|17812|17956|18040|17896|18124|18070|18025|18013|18007|17941|17842|18145|18148|17830|18139|17926|17923|17899|17797|18076|17773|17875|17878|17989|17920","1.23E-12","","GO:0042592","0.9560667306169737","0"
"3847","49","GO Biological Process","","Positive regulation of metabolic process","2.86E-10","TBX21|MIF|OSM|RIPK3|AMH|HGF|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|NRG1|ACE|CCR2|MERTK|F2RL1|FABP5|NOS3|PCSK9|ADORA2B|PPARGC1B|CD28|RORC|CD86|NLRP3|GATA2|CX3CR1|STAT4|TLR9|CD3E|NR5A2|AIM2|CARD9|PRKCZ|GATA3|XDH|IRF4|ADM2|ACE2|SENP1|TNF|HMGA1|TRPV4|TRIB3|AGAP2|LDLR|CCL5|TLR5","55687","17893|17803|17935|18121|17869|18130|17944|17821|18085|17812|17956|18040|17938|17896|18124|18070|17965|18025|18013|18007|17791|17776|18067|17992|18019|17857|17842|18145|17953|18148|18151|17830|17962|18139|17983|17899|17800|18103|17881|17887|18091|18010|17914|17875|18097|18082|17878|17989|17845","1.31E-12","","GO:0009893","0.9543633966870957","0"
"1328","29","GO Biological Process","","Response to other organism","4.03E-10","TBX21|MIF|USP18|RIPK3|MPO|CYP27B1|CCR7|NLRC5|WNT5A|PPARG|ACE|CCR5|F2RL1|NOS3|CD86|NLRP3|CX3CR1|TLR9|AIM2|CARD9|ABCA1|GATA3|LY86|IRF4|TNF|SARM1|CCL5|CCL4|TLR5","55687","17893|17803|17971|18121|17785|17872|17944|18085|17812|18040|17896|18133|17965|18013|18019|17857|18145|18148|17962|18139|17923|17899|17905|18103|18010|18058|17989|18100|17845","1.88E-12","","GO:0051707","0.939469495385889","0"
"705","22","GO Biological Process","","Hematopoietic or lymphoid organ development","4.27E-10","TBX21|RIPK3|CCR7|RORA|WNT5A|PPARG|ACE|MERTK|F2RL1|CD248|CD28|RORC|CCR6|GATA2|CD3E|ADA|GATA3|IRF4|TRPM2|CD8A|TNF|DOCK2","55687","17893|18121|17944|17821|17812|18040|17896|18070|17965|18115|18067|17992|18136|17842|18151|17926|17899|18103|17773|17806|18010|17950","2.04E-12","","GO:0048534","0.9369572124974976","0"
"128","12","GO Biological Process","","Regulation of leukocyte chemotaxis","5.13E-10","MIF|CCR7|WNT5A|CCR2|F2RL1|CCR6|CX3CR1|DPP4|TRPV4|CCL5|CCL4|DAPK2","55687","17803|17944|17812|18124|17965|18136|18145|17866|17875|17989|18100|17836","2.49E-12","","GO:0002688","0.9289882634888184","0"
"314","16","GO Biological Process","","Response to lipopolysaccharide","6.04E-10","MPO|CYP27B1|CCR7|WNT5A|ACE|CCR5|NOS3|CD86|NLRP3|CX3CR1|TLR9|ABCA1|LY86|TNF|CCL5|TLR5","55687","17785|17872|17944|17812|17896|18133|18013|18019|17857|18145|18148|17923|17905|18010|17989|17845","2.96E-12","","GO:0032496","0.9218963061378869","0"
"4736","54","GO Biological Process","","Negative regulation of cellular process","6.04E-10","TBX21|MIF|OSM|USP18|HGF|MPO|CYP27B1|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|FABP5|NOS3|PCSK9|PPARGC1B|ANGPT2|CD28|RORC|CD86|NLRP3|GATA2|CX3CR1|DPP4|TLR9|CD3E|ADA|ABCA1|PRKCZ|GATA3|XDH|IRF4|LILRB4|TRPM2|ACE2|TNF|HMGA1|TRPV4|TRIB3|AGAP2|LDLR|GIPR|SARM1|CCL5|SOCS7","55687","17893|17803|17935|17971|18130|17785|17872|17944|17821|18085|17812|17956|17968|18049|18040|17938|17896|18124|18133|18070|17965|18025|18013|18007|17776|17908|18067|17992|18019|17857|17842|18145|17866|18148|18151|17926|17923|17983|17899|17800|18103|18001|17773|17887|18010|17914|17875|18097|18082|17878|17818|18058|17989|17848","2.99E-12","","GO:0048523","0.9218963061378869","0"
