"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"2609","49","GO Biological Process","","Cellular response to chemical stimulus","2.6E-14","CEACAM1|TBX21|OSM|RIPK3|AQP9|HGF|GCK|MPO|CCR7|RORA|WNT5A|PPARGC1A|PDE3B|PPARG|ACE|CCR2|CCR5|NOS3|PPARGC1B|ANGPT2|RORC|CD86|NLRP3|ARG1|NR3C2|CX3CR1|STAT4|TLR9|NR5A2|SGK1|ABCA1|PRKCZ|LY86|LILRB4|TRPM2|TNF|AGTR1|TRPV4|TRIB3|MME|CYP2E1|NR4A1|LDLR|CCL5|CCL4|ACACA|TLR5|SOCS1|ENPP1","40149","18037|17893|17935|18121|18055|18130|18112|17785|17944|17821|17812|17956|18049|18040|17896|18124|18133|18013|17776|17908|17992|18019|17857|18034|18079|18145|17953|18148|17830|17917|17923|17983|17905|18001|17773|18010|17911|17875|18097|18109|17782|17884|17878|17989|18100|17920|17845|17932|18004","4.97E-17","","GO:0070887","1.3585026652029182","0"
"1321","36","GO Biological Process","","Immune response","3.26E-14","TBX21|MIF|OSM|CCR7|IL1RN|RORA|NLRC5|WNT5A|PPARG|CCR2|CCR5|F2RL1|ADORA2B|CD28|RORC|CD86|NLRP3|ARG1|CX3CR1|TLR9|CD3E|CARD9|ADA|LCN2|LY86|IRF4|LILRB4|POMC|CD8A|TNF|DOCK2|SARM1|CCL5|CCL4|TLR5|ENPP1","40149","17893|17803|17935|17944|17794|17821|18085|17812|18040|18124|18133|17965|17791|18067|17992|18019|17857|18034|18145|18148|18151|18139|17926|17779|17905|18103|18001|17851|17806|18010|17950|18058|17989|18100|17845|18004","6.44E-17","","GO:0006955","1.348678239993206","0"
"371","22","GO Biological Process","","Regulation of inflammatory response","3.38E-14","OSM|USP18|HGF|CCR7|GGT1|RORA|WNT5A|PPARG|ACE|CCR2|ADORA2B|CD28|NLRP3|TLR9|ADA|CYP19A1|ACE2|TNF|AGTR1|TRPV4|LDLR|CCL5","40149","17935|17971|18130|17944|18106|17821|17812|18040|17896|18124|17791|18067|17857|18148|17926|18064|17887|18010|17911|17875|17878|17989","6.9E-17","","GO:0050727","1.3471083299722344","0"
"5584","70","GO Biological Process","","Positive regulation of cellular process","5.4E-14","CEACAM1|TBX21|MIF|OSM|RIPK3|HGF|GCK|CCR7|RORA|NLRC5|WNT5A|DNAJC27|PPARGC1A|PPARG|NRG1|ACE|S100B|CCR2|MERTK|F2RL1|NOS3|ADORA2B|CD248|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|GATA2|ARG1|NR3C2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|RBP4|CARD9|ADA|ABCA1|PRKCZ|LY86|IRF4|SIRT3|LILRB4|CYP19A1|TRPM2|POMC|NPPC|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|MME|NR4A1|AGAP2|LDLR|GIPR|SARM1|CCL5|KCP|CCL4|DAPK2|TLR5|SOCS1","40149","18037|17893|17803|17935|18121|18130|18112|17944|17821|18085|17812|17998|17956|18040|17938|17896|17977|18124|18070|17965|18013|17791|18115|17776|17860|18067|17992|18019|17857|17842|18034|18079|18145|17953|17866|18148|18151|17830|17980|18139|17926|17923|17983|17905|18103|17959|18001|18064|17773|17851|18031|17887|18091|18010|17911|17914|17875|18097|18109|17884|18082|17878|17818|18058|17989|18043|18100|17836|17845|17932","1.14E-16","","GO:0048522","1.326760624017703","0"
"383","22","GO Biological Process","","Regulation of immune effector process","5.98E-14","CEACAM1|TBX21|MIF|RIPK3|WNT5A|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|GATA2|ARG1|CX3CR1|TLR9|RBP4|CARD9|PRKCZ|IRF4|LILRB4|POMC|TNF","40149","18037|17893|17803|18121|17812|18124|17965|17791|18067|18019|17857|17842|18034|18145|18148|17980|18139|17983|18103|18001|17851|18010","1.3E-16","","GO:0002697","1.3223298816011588","0"
"1354","36","GO Biological Process","","Negative regulation of signaling","6.17E-14","CEACAM1|MIF|OSM|USP18|HGF|IL1RN|RORA|NLRC5|WNT5A|SFRP5|PDE3B|PPARG|NRG1|F2RL1|NOS3|MET|NLRP3|GATA2|ARG1|CX3CR1|TLR9|CD3E|ADA|PRKCZ|IRF4|LILRB4|ACE2|TNF|AGAP2|LDLR|GIPR|SARM1|CCL5|SOCS1|ENPP1|SOCS7","40149","18037|17803|17935|17971|18130|17794|17821|18085|17812|17968|18049|18040|17938|17965|18013|17860|17857|17842|18034|18145|18148|18151|17926|17983|18103|18001|17887|18010|18082|17878|17818|18058|17989|17932|18004|17848","1.38E-16","","GO:0023057","1.320971483596676","0"
"827","29","GO Biological Process","","Response to lipid","1.2E-13","MPO|CCR7|IL1RN|RORA|WNT5A|PPARG|ACE|CCR5|NOS3|PPARGC1B|RORC|CD86|NLRP3|GATA2|ARG1|NR3C2|CX3CR1|TLR9|SGK1|RBP4|ABCA1|LY86|CYP19A1|TNF|NR4A1|LDLR|GIPR|CCL5|TLR5","40149","17785|17944|17794|17821|17812|18040|17896|18133|18013|17776|17992|18019|17857|17842|18034|18079|18145|18148|17917|17980|17923|17905|18064|18010|17884|17878|17818|17989|17845","2.76E-16","","GO:0033993","1.2920818753952374","0"
"1146","33","GO Biological Process","","Positive regulation of gene expression","1.65E-13","TBX21|MIF|OSM|AMH|HGF|CCR7|RORA|WNT5A|PPARGC1A|PPARG|NRG1|CCR2|F2RL1|NOS3|ADORA2B|CD28|CD86|NLRP3|GATA2|TLR9|CD3E|RBP4|CARD9|PRKCZ|IRF4|ADM2|POMC|TNF|TRPV4|LDLR|CCL5|ANGPTL8|TLR5","40149","17893|17803|17935|17869|18130|17944|17821|17812|17956|18040|17938|18124|17965|18013|17791|18067|18019|17857|17842|18148|18151|17980|18139|17983|18103|17881|17851|18010|17875|17878|17989|17902|17845","4.0E-16","","GO:0010628","1.2782516055786093","0"
"844","29","GO Biological Process","","Regulation of immune response","1.86E-13","CEACAM1|TBX21|USP18|RIPK3|CCR7|NLRC5|WNT5A|PPARG|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|GATA2|ARG1|TLR9|CD3E|CARD9|ADA|PRKCZ|IRF4|LILRB4|CD8A|TNF|SARM1|CCL5|TLR5|SOCS1","40149","18037|17893|17971|18121|17944|18085|17812|18040|18124|17965|17791|18067|18019|17857|17842|18034|18148|18151|18139|17926|17983|18103|18001|17806|18010|18058|17989|17845|17932","4.63E-16","","GO:0050776","1.2730487055782083","0"
"1252","34","GO Biological Process","","Negative regulation of signal transduction","2.7E-13","CEACAM1|MIF|USP18|HGF|IL1RN|RORA|NLRC5|WNT5A|SFRP5|PDE3B|PPARG|NRG1|F2RL1|NOS3|MET|NLRP3|GATA2|ARG1|CX3CR1|TLR9|CD3E|ADA|PRKCZ|IRF4|LILRB4|ACE2|TNF|AGAP2|GIPR|SARM1|CCL5|SOCS1|ENPP1|SOCS7","40149","18037|17803|17971|18130|17794|17821|18085|17812|17968|18049|18040|17938|17965|18013|17860|17857|17842|18034|18145|18148|18151|17926|17983|18103|18001|17887|18010|18082|17818|18058|17989|17932|18004|17848","6.88E-16","","GO:0009968","1.2568636235841013","0"
"1348","35","GO Biological Process","","Negative regulation of cell communication","3.26E-13","CEACAM1|MIF|OSM|USP18|HGF|IL1RN|RORA|NLRC5|WNT5A|SFRP5|PDE3B|PPARG|NRG1|F2RL1|NOS3|MET|NLRP3|GATA2|ARG1|CX3CR1|TLR9|CD3E|ADA|PRKCZ|IRF4|LILRB4|ACE2|TNF|AGAP2|GIPR|SARM1|CCL5|SOCS1|ENPP1|SOCS7","40149","18037|17803|17935|17971|18130|17794|17821|18085|17812|17968|18049|18040|17938|17965|18013|17860|17857|17842|18034|18145|18148|18151|17926|17983|18103|18001|17887|18010|18082|17818|18058|17989|17932|18004|17848","8.52E-16","","GO:0010648","1.2486782399932062","0"
"2355","45","GO Biological Process","","Response to external stimulus","3.95E-13","TBX21|MIF|USP18|RIPK3|HGF|MPO|CCR7|NLRC5|WNT5A|PPARGC1A|PPARG|NRG1|ACE|CCR2|CCR5|F2RL1|NOS3|ADORA2B|ANGPT2|MET|CD86|NLRP3|ARG1|CX3CR1|DPP4|TLR9|CARD9|LCN2|ABCA1|LY86|IRF4|TRPM2|POMC|TNF|AGTR1|TRPV4|DOCK2|CYP2E1|NR4A1|LDLR|GIPR|SARM1|CCL5|CCL4|TLR5","40149","17893|17803|17971|18121|18130|17785|17944|18085|17812|17956|18040|17938|17896|18124|18133|17965|18013|17791|17908|17860|18019|17857|18034|18145|17866|18148|18139|17779|17923|17905|18103|17773|17851|18010|17911|17875|17950|17782|17884|17878|17818|18058|17989|18100|17845","1.06E-15","","GO:0009605","1.240340290437354","0"
"3338","53","UniProt Keywords","","Disulfide bond","1.02E-12","CEACAM1|OSM|AMH|HGF|MPO|CCR7|GGT1|NAPSA|IL1RN|WNT5A|ADAM28|SFRP5|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|ADORA2B|CD248|ANGPT2|MET|CD28|CD86|NLRP3|CX3CR1|DPP4|TLR9|CD3E|SGK1|RBP4|LCN2|ABCA1|LY86|SHBG|LILRB4|NRG4|ADM2|TRPM2|POMC|CD8A|NPPC|ACE2|TNF|AGTR1|MME|LDLR|GIPR|CCL5|KCP|CCL4|TLR5|ENPP1","40149","18037|17935|17869|18130|17785|17944|18106|18022|17794|17812|18016|17968|17938|17896|18124|18133|18070|17965|17791|18115|17908|17860|18067|18019|17857|18145|17866|18148|18151|17917|17980|17779|17923|17905|17788|18001|18118|17881|17773|17851|17806|18031|17887|18010|17911|18109|17878|17818|17989|18043|18100|17845|18004","1.52E-15","","KW-1015","1.1991399828238083","0"
"296","19","GO Biological Process","","Positive regulation of defense response","1.03E-12","OSM|CCR7|NLRC5|WNT5A|ACE|CCR2|F2RL1|ADORA2B|CD28|NLRP3|ARG1|TLR9|CARD9|POMC|TNF|AGTR1|TRPV4|LDLR|CCL5","40149","17935|17944|18085|17812|17896|18124|17965|17791|18067|17857|18034|18148|18139|17851|18010|17911|17875|17878|17989","2.89E-15","","GO:0031349","1.1987162775294826","0"
"1669","37","GO Biological Process","","Regulation of cell population proliferation","4.51E-12","CEACAM1|MIF|OSM|RIPK3|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|ACE|S100B|CCR2|NOS3|CD248|CD28|CD86|GATA2|ARG1|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|ADA|PRKCZ|LILRB4|NPPC|ACE2|TNF|AGTR1|HMGA1|NR4A1|AGAP2|CCL5","40149","18037|17803|17935|18121|17812|17956|17968|18040|17938|17896|17977|18124|18013|18115|18067|18019|17842|18034|18145|17953|17866|18148|18151|17830|17917|17980|17926|17983|18001|18031|17887|18010|17911|17914|17884|18082|17989","1.3E-14","","GO:0042127","1.134582345812204","0"
"3654","54","GO Biological Process","","Regulation of biological quality","4.93E-12","CEACAM1|OSM|RIPK3|GCK|CCR7|NAPSA|IL1RN|RORA|WNT5A|PPARGC1A|PPARG|NRG1|ACE|S100B|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|PPARGC1B|MET|GATA2|CX3CR1|DPP4|TLR9|NR5A2|SGK1|RBP4|CARD9|ADA|LCN2|ABCA1|PRKCZ|STEAP4|IRF4|ADM2|CYP19A1|FITM2|TRPM2|POMC|DHRS9|ACE2|TNF|AGTR1|TRPV4|MME|NR4A1|LDLR|GIPR|CCL5|ANGPTL8|ACACA|ENPP1","40149","18037|17935|18121|18112|17944|18022|17794|17821|17812|17956|18040|17938|17896|17977|18124|18133|18070|17965|18013|17791|17776|17860|17842|18145|17866|18148|17830|17917|17980|18139|17926|17779|17923|17983|17797|18103|17881|18064|18076|17773|17851|18142|17887|18010|17911|17875|18109|17884|17878|17818|17989|17902|17920|18004","1.45E-14","","GO:0065008","1.130715308072277","0"
"1490","35","GO Biological Process","","Biological process involved in interspecies interaction between organisms","5.45E-12","TBX21|MIF|USP18|RIPK3|MPO|CCR7|NLRC5|WNT5A|PPARG|ACE|CCR5|F2RL1|NOS3|CD86|NLRP3|ARG1|CX3CR1|DPP4|TLR9|CARD9|LCN2|ABCA1|LY86|IRF4|POMC|ACE2|TNF|AGTR1|CYP2E1|NR4A1|LDLR|SARM1|CCL5|CCL4|TLR5","40149","17893|17803|17971|18121|17785|17944|18085|17812|18040|17896|18133|17965|18013|18019|17857|18034|18145|17866|18148|18139|17779|17923|17905|18103|17851|17887|18010|17911|17782|17884|17878|18058|17989|18100|17845","1.63E-14","","GO:0044419","1.1263603497723358","0"
"384","20","GO Biological Process","","Positive regulation of leukocyte activation","7.0E-12","TBX21|MIF|CCR7|WNT5A|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|GATA2|DPP4|TLR9|CD3E|ADA|PRKCZ|LILRB4|TNF|CCL5|SOCS1","40149","17893|17803|17944|17812|18124|17965|17791|18067|18019|17857|17842|17866|18148|18151|17926|17983|18001|18010|17989|17932","2.14E-14","","GO:0002696","1.1154901959985744","0"
"997","29","GO Biological Process","","Positive regulation of intracellular signal transduction","9.64E-12","MIF|OSM|RIPK3|HGF|CCR7|WNT5A|DNAJC27|NRG1|S100B|F2RL1|ADORA2B|MET|CD28|CD86|NR3C2|CX3CR1|TLR9|CD3E|CARD9|ADA|PRKCZ|POMC|NPPC|TNF|TRPV4|AGAP2|GIPR|CCL5|CCL4","40149","17803|17935|18121|18130|17944|17812|17998|17938|17977|17965|17791|17860|18067|18019|18079|18145|18148|18151|18139|17926|17983|17851|18031|18010|17875|18082|17818|17989|18100","3.01E-14","","GO:1902533","1.101592296609717","0"
"1525","35","GO Biological Process","","Positive regulation of signal transduction","1.01E-11","MIF|OSM|RIPK3|HGF|CCR7|NLRC5|WNT5A|DNAJC27|PPARG|NRG1|S100B|F2RL1|NOS3|ADORA2B|MET|CD28|CD86|NR3C2|CX3CR1|TLR9|CD3E|CARD9|ADA|PRKCZ|LY86|POMC|NPPC|TNF|TRPV4|AGAP2|GIPR|CCL5|KCP|CCL4|TLR5","40149","17803|17935|18121|18130|17944|18085|17812|17998|18040|17938|17977|17965|18013|17791|17860|18067|18019|18079|18145|18148|18151|18139|17926|17983|17905|17851|18031|18010|17875|18082|17818|17989|18043|18100|17845","3.21E-14","","GO:0009967","1.0995678626217358","0"
"1363","33","GO Biological Process","","Response to endogenous stimulus","1.55E-11","CEACAM1|AQP9|GCK|CCR7|IL1RN|WNT5A|PDE3B|PPARG|ACE|NOS3|PPARGC1B|ARG1|NR3C2|CX3CR1|STAT4|TLR9|NR5A2|SGK1|ABCA1|PRKCZ|TRPM2|POMC|TNF|AGTR1|TRPV4|TRIB3|MME|NR4A1|LDLR|CCL5|ACACA|SOCS1|ENPP1","40149","18037|18055|18112|17944|17794|17812|18049|18040|17896|18013|17776|18034|18079|18145|17953|18148|17830|17917|17923|17983|17773|17851|18010|17911|17875|18097|18109|17884|17878|17989|17920|17932|18004","5.13E-14","","GO:0009719","1.080966830182971","0"
"1373","33","GO Biological Process","","Regulation of response to stress","1.86E-11","CEACAM1|MIF|OSM|USP18|HGF|CCR7|GGT1|RORA|NLRC5|WNT5A|PPARG|ACE|CCR2|F2RL1|NOS3|ADORA2B|MET|CD28|NLRP3|ARG1|TLR9|CARD9|ADA|CYP19A1|TRPM2|POMC|ACE2|TNF|AGTR1|TRPV4|LDLR|CCL5|SOCS1","40149","18037|17803|17935|17971|18130|17944|18106|17821|18085|17812|18040|17896|18124|17965|18013|17791|17860|18067|17857|18034|18148|18139|17926|18064|17773|17851|17887|18010|17911|17875|17878|17989|17932","6.28E-14","","GO:0080134","1.0730487055782083","0"
"264","17","GO Biological Process","","Positive regulation of immune effector process","2.64E-11","TBX21|MIF|WNT5A|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|GATA2|ARG1|TLR9|RBP4|CARD9|PRKCZ|POMC|TNF","40149","17893|17803|17812|18124|17965|17791|18067|18019|17857|17842|18034|18148|17980|18139|17983|17851|18010","9.1E-14","","GO:0002699","1.0578396073130167","0"
"1979","40","Reactome Pathways","","Immune System","3.31E-11","CEACAM1|MIF|OSM|USP18|RIPK3|HGF|MPO|IL1RN|RORA|NLRC5|S100B|CCR2|CCR5|NOS3|CD28|RORC|CD86|NLRP3|ARG1|STAT4|TLR9|CD3E|CARD9|LCN2|LY86|IRF4|LILRB4|TRPM2|POMC|CD8A|TNF|TRIB3|MME|DOCK2|GPR84|SARM1|CCL5|CCL4|TLR5|SOCS1","40149","18037|17803|17935|17971|18121|18130|17785|17794|17821|18085|17977|18124|18133|18013|18067|17992|18019|17857|18034|17953|18148|18151|18139|17779|17905|18103|18001|17773|17851|17806|18010|18097|18109|17950|18046|18058|17989|18100|17845|17932","1.45E-14","","HSA-168256","1.0480172006224282","0"
"482","21","GO Biological Process","","Positive regulation of cytokine production","3.55E-11","TBX21|MIF|OSM|HGF|CCR7|RORA|WNT5A|CCR2|F2RL1|ADORA2B|CD28|CD86|NLRP3|TLR9|CD3E|CARD9|PRKCZ|IRF4|TNF|TRPV4|TLR5","40149","17893|17803|17935|18130|17944|17821|17812|18124|17965|17791|18067|18019|17857|18148|18151|18139|17983|18103|18010|17875|17845","1.25E-13","","GO:0001819","1.0449771646944908","0"
"4736","60","GO Biological Process","","Negative regulation of cellular process","4.46E-11","CEACAM1|TBX21|MIF|OSM|USP18|HGF|GCK|MPO|CCR7|IL1RN|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|PPARGC1B|ANGPT2|MET|CD28|RORC|CD86|NLRP3|GATA2|ARG1|CX3CR1|DPP4|TLR9|CD3E|RBP4|ADA|ABCA1|PRKCZ|IRF4|LILRB4|CYP19A1|TRPM2|NPPC|ACE2|TNF|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|LDLR|GIPR|SARM1|CCL5|SOCS1|ENPP1|SOCS7","40149","18037|17893|17803|17935|17971|18130|18112|17785|17944|17794|17821|18085|17812|17956|17968|18049|18040|17938|17896|18124|18133|18070|17965|18013|17776|17908|17860|18067|17992|18019|17857|17842|18034|18145|17866|18148|18151|17980|17926|17923|17983|18103|18001|18064|17773|18031|17887|18010|17914|17875|18097|17884|18082|17878|17818|18058|17989|17932|18004|17848","1.59E-13","","GO:0048523","1.0350665141287858","0"
"189","15","GO Biological Process","","Regulation of production of molecular mediator of immune response","4.72E-11","TBX21|MIF|WNT5A|CCR2|F2RL1|CD28|CD86|NLRP3|ARG1|TLR9|RBP4|CARD9|PRKCZ|LILRB4|TNF","40149","17893|17803|17812|18124|17965|18067|18019|17857|18034|18148|17980|18139|17983|18001|18010","1.71E-13","","GO:0002700","1.0326058001365912","0"
"3358","50","GO Biological Process","","Response to stress","6.02E-11","CEACAM1|MIF|RIPK3|MPO|CCR7|IL1RN|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|PPARGC1B|ANGPT2|NLRP3|GATA2|ARG1|CX3CR1|STAT4|DPP4|TLR9|SGK1|CARD9|ADA|LCN2|ABCA1|PRKCZ|LY86|IRF4|TRPM2|POMC|NPPC|TNF|AGTR1|HMGA1|TRPV4|TRIB3|CYP2E1|LDLR|GIPR|SARM1|CCL5|CCL4|TLR5","40149","18037|17803|18121|17785|17944|17794|17821|18085|17812|17956|18040|17938|17896|18124|18133|18070|17965|18013|17776|17908|17857|17842|18034|18145|17953|17866|18148|17917|18139|17926|17779|17923|17983|17905|18103|17773|17851|18031|18010|17911|17914|17875|18097|17782|17878|17818|18058|17989|18100|17845","2.23E-13","","GO:0006950","1.0220403508742175","0"
"2492","43","GO Biological Process","","Regulation of developmental process","6.02E-11","CEACAM1|TBX21|OSM|AMH|HGF|RORA|WNT5A|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|CCR2|NOS3|PPARGC1B|ANGPT2|CD28|RORC|CD86|NLRP3|GATA2|CX3CR1|TLR9|RBP4|ADA|ABCA1|PRKCZ|IRF4|LILRB4|ADM2|FITM2|NPPC|TNF|AGTR1|TRPV4|TRIB3|MME|AGAP2|LDLR|SARM1|SOCS1|ENPP1","40149","18037|17893|17935|17869|18130|17821|17812|17956|17968|18049|18040|17938|17896|18124|18013|17776|17908|18067|17992|18019|17857|17842|18145|18148|17980|17926|17923|17983|18103|18001|17881|18076|18031|18010|17911|17875|18097|18109|18082|17878|18058|17932|18004","2.22E-13","","GO:0050793","1.0220403508742175","0"
"502","21","GO Biological Process","","Cellular response to lipid","6.92E-11","RORA|WNT5A|PPARG|ACE|CCR5|NOS3|PPARGC1B|RORC|CD86|NLRP3|ARG1|NR3C2|CX3CR1|TLR9|SGK1|ABCA1|LY86|TNF|LDLR|CCL5|TLR5","40149","17821|17812|18040|17896|18133|18013|17776|17992|18019|17857|18034|18079|18145|18148|17917|17923|17905|18010|17878|17989|17845","2.65E-13","","GO:0071396","1.0159893905543242","0"
"333","18","GO Biological Process","","Response to molecule of bacterial origin","6.95E-11","MPO|CCR7|WNT5A|ACE|CCR5|NOS3|CD86|NLRP3|ARG1|CX3CR1|TLR9|CARD9|ABCA1|LY86|TNF|NR4A1|CCL5|TLR5","40149","17785|17944|17812|17896|18133|18013|18019|17857|18034|18145|18148|18139|17923|17905|18010|17884|17989|17845","2.7E-13","","GO:0002237","1.0158015195409886","0"
"239","16","GO Biological Process","","Regulation of leukocyte mediated immunity","7.47E-11","CEACAM1|TBX21|RIPK3|CCR2|F2RL1|ADORA2B|CD28|NLRP3|GATA2|ARG1|CX3CR1|TLR9|PRKCZ|LILRB4|POMC|TNF","40149","18037|17893|18121|18124|17965|17791|18067|17857|17842|18034|18145|18148|17983|18001|17851|18010","2.95E-13","","GO:0002703","1.0126679398184601","0"
"5313","63","GO Biological Process","","Negative regulation of biological process","1.13E-10","CEACAM1|TBX21|MIF|OSM|USP18|AMH|HGF|GCK|MPO|CCR7|IL1RN|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|PPARGC1B|ANGPT2|MET|CD28|RORC|CD86|NLRP3|GATA2|ARG1|CX3CR1|DPP4|TLR9|CD3E|RBP4|ADA|ABCA1|PRKCZ|IRF4|LILRB4|CYP19A1|TRPM2|POMC|NPPC|ACE2|TNF|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|LDLR|GIPR|SARM1|CCL5|SOCS1|ENPP1|SOCS7","40149","18037|17893|17803|17935|17971|17869|18130|18112|17785|17944|17794|17821|18085|17812|17956|17968|18049|18040|17938|17896|18124|18133|18070|17965|18013|17791|17776|17908|17860|18067|17992|18019|17857|17842|18034|18145|17866|18148|18151|17980|17926|17923|17983|18103|18001|18064|17773|17851|18031|17887|18010|17914|17875|18097|17884|18082|17878|17818|18058|17989|17932|18004|17848","4.54E-13","","GO:0048519","0.994692155651658","0"
"3847","53","GO Biological Process","","Positive regulation of metabolic process","1.4E-10","TBX21|MIF|OSM|RIPK3|AMH|HGF|GCK|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|NRG1|ACE|CCR2|MERTK|F2RL1|NOS3|ADORA2B|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|GATA2|CX3CR1|STAT4|TLR9|CD3E|NR5A2|RBP4|CARD9|LCN2|PRKCZ|IRF4|SIRT3|ADM2|POMC|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|LDLR|CCL5|ANGPTL8|TLR5","40149","17893|17803|17935|18121|17869|18130|18112|17944|17821|18085|17812|17956|18040|17938|17896|18124|18070|17965|18013|17791|17776|17860|18067|17992|18019|17857|17842|18145|17953|18148|18151|17830|17980|18139|17779|17983|18103|17959|17881|17851|17887|18091|18010|17911|17914|17875|18097|17884|18082|17878|17989|17902|17845","5.71E-13","","GO:0009893","0.9853871964321762","0"
"2079","40","COMPARTMENTS","","Extracellular region","1.67E-10","CEACAM1|MIF|OSM|AMH|HGF|MPO|NAPSA|IL1RN|WNT5A|ADAM28|NRG1|ACE|S100B|MERTK|CD248|ANGPT2|MET|CD86|ARG1|DPP4|TLR9|RBP4|LCN2|ABCA1|LY86|SHBG|LILRB4|ADM2|POMC|CD8A|NPPC|ACE2|TNF|MME|LDLR|CCL5|ANGPTL8|CCL4|ABO|ENPP1","40149","18037|17803|17935|17869|18130|17785|18022|17794|17812|18016|17938|17896|17977|18070|18115|17908|17860|18019|18034|17866|18148|17980|17779|17923|17905|17788|18001|17881|17851|17806|18031|17887|18010|18109|17878|17989|17902|18100|18061|18004","7.24E-14","","GOCC:0005576","0.9777283528852416","0"
"1405","32","GO Biological Process","","Regulation of phosphate metabolic process","1.71E-10","CEACAM1|MIF|OSM|RIPK3|HGF|GCK|CCR7|NLRC5|WNT5A|PPARGC1A|PPARG|NRG1|ACE|MERTK|NOS3|ADORA2B|PPARGC1B|MET|CD86|CX3CR1|TLR9|CD3E|PRKCZ|LILRB4|TNF|TRIB3|AGAP2|LDLR|CCL5|SOCS1|ENPP1|SOCS7","40149","18037|17803|17935|18121|18130|18112|17944|18085|17812|17956|18040|17938|17896|18070|18013|17791|17776|17860|18019|18145|18148|18151|17983|18001|18010|18097|18082|17878|17989|17932|18004|17848","7.08E-13","","GO:0019220","0.9767003889607846","0"
"1406","32","GO Biological Process","","Homeostatic process","1.71E-10","RIPK3|GCK|CCR7|NAPSA|RORA|WNT5A|PPARGC1A|PPARG|ACE|CCR2|MERTK|NOS3|MET|GATA2|CX3CR1|TLR9|NR5A2|RBP4|CARD9|ADA|LCN2|ABCA1|STEAP4|FITM2|TRPM2|POMC|TRPV4|LDLR|CCL5|ANGPTL8|ACACA|ENPP1","40149","18121|18112|17944|18022|17821|17812|17956|18040|17896|18124|18070|18013|17860|17842|18145|18148|17830|17980|18139|17926|17779|17923|17797|18076|17773|17851|17875|17878|17989|17902|17920|18004","7.22E-13","","GO:0042592","0.9767003889607846","0"
"1518","33","GO Biological Process","","Intracellular signal transduction","2.22E-10","MIF|RIPK3|CCR7|NLRC5|WNT5A|NRG1|CCR2|CCR5|MERTK|NOS3|ADORA2B|CD28|NLRP3|CX3CR1|TLR9|CD3E|NR5A2|SGK1|CARD9|ADA|PRKCZ|TRPM2|POMC|NPPC|TNF|AGTR1|TRPV4|TRIB3|DOCK2|CCL5|DAPK2|SOCS1|SOCS7","40149","17803|18121|17944|18085|17812|17938|18124|18133|18070|18013|17791|18067|17857|18145|18148|18151|17830|17917|18139|17926|17983|17773|17851|18031|18010|17911|17875|18097|17950|17989|17836|17932|17848","9.73E-13","","GO:0035556","0.9653647025549361","0"
"1328","31","GO Biological Process","","Response to other organism","2.22E-10","TBX21|MIF|USP18|RIPK3|MPO|CCR7|NLRC5|WNT5A|PPARG|ACE|CCR5|F2RL1|NOS3|CD86|NLRP3|ARG1|CX3CR1|TLR9|CARD9|LCN2|ABCA1|LY86|IRF4|POMC|TNF|CYP2E1|NR4A1|SARM1|CCL5|CCL4|TLR5","40149","17893|17803|17971|18121|17785|17944|18085|17812|18040|17896|18133|17965|18013|18019|17857|18034|18145|18148|18139|17779|17923|17905|18103|17851|18010|17782|17884|18058|17989|18100|17845","9.64E-13","","GO:0051707","0.9653647025549361","0"
